Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,part_of_day
1900-01-01 16:58:00,Wednesday,31-50,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:17:00,Thursday,31-50,Male,Secondary education,Employee,5-10yr,Small Bus,Owner,New Vehicle,Other,other,Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Malam
1900-01-01 15:40:00,Monday,31-50,Female,Secondary education,Employee,2-5yr,Medium Bus,Owner,Moderate Vehicle,Public service areas,other,Steep Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,4,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 15:47:00,Thursday,31-50,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 17:30:00,Tuesday,18-30,Female,Secondary education,Employee,5-10yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Stopping,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 10:08:00,Sunday,Over 51,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 08:45:00,Sunday,31-50,Male,Secondary education,Employee,Above 10yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Collision with animals,2,1,Moving backward,Passenger,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 19:30:00,Saturday,18-30,Male,Secondary education,Owner,5-10yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:40:00,Friday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Old Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Curved Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from driver's nearside,Human Error,Sore
1900-01-01 01:15:00,Saturday,18-30,Male,Primary education,Owner,5-10yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Earth roads,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,3,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 07:30:00,Wednesday,31-50,Male,Secondary education,Employee,5-10yr,Car,Owner,Old Vehicle,Other,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Other,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,External Factors,Pagi
1900-01-01 10:16:00,Thursday,Over 51,Male,Secondary education,Employee,1-2yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Other,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Vehicle Issues,Pagi
1900-01-01 03:59:00,Sunday,18-30,Male,Secondary education,Employee,Below 1yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Other,Vehicle with vehicle collision,2,2,Other,Pedestrian,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Malam
1900-01-01 19:20:00,Thursday,18-30,Male,Secondary education,Employee,5-10yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with pedestrians,1,1,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 12:00:00,Saturday,Over 51,Male,Secondary education,Employee,1-2yr,Large Truck,Owner,Moderate Vehicle,Other,other,Flat Road,Crossing,Asphalt,Snow,Good lighting,Snowy,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 00:45:00,Tuesday,31-50,Male,Primary education,Employee,Above 10yr,Medium Truck,Owner,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with pedestrians,1,1,Stopping,Pedestrian,Male,31-50,3,Self-employed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Human Error,Malam
1900-01-01 11:33:00,Monday,18-30,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,other,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Male,Under 18,3,Self-employed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Human Error,Siang
1900-01-01 19:14:00,Monday,Over 51,Male,Secondary education,Employee,5-10yr,Car,Owner,New Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Rollover,2,1,Moving forward,Driver or rider,Male,18-30,na,Other,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 16:30:00,Sunday,31-50,Male,Secondary education,Employee,1-2yr,Car,Owner,Old Vehicle,Public service areas,other,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,na,Employee,Normal,Not a Pedestrian,Violation,Sore
1900-01-01 16:55:00,Tuesday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:20:00,Wednesday,31-50,Male,Secondary education,Employee,Below 1yr,Small Bus,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Rainy,Collision with pedestrians,3,1,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 17:45:00,Tuesday,31-50,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Other,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 07:30:00,Wednesday,31-50,Male,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Recreational areas,other,Flat Road,Crossing,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Male,31-50,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Pagi
1900-01-01 16:40:00,Sunday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 14:30:00,Tuesday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 22:20:00,Sunday,Under 18,Male,Primary education,Employee,5-10yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Hilly Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,3,4,Moving forward,Passenger,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 19:08:00,Monday,18-30,Female,Primary education,Employee,Above 10yr,Small Bus,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Other,Vehicle with vehicle collision,3,3,Other,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 19:47:00,Saturday,18-30,Female,Secondary education,Employee,5-10yr,Large Bus,Owner,Old Vehicle,Residential areas,Undivided Two way,Flat Road,O Shape,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 11:30:00,Monday,31-50,Male,Secondary education,Employee,Above 10yr,Small Bus,Governmental,Moderate Vehicle,Residential areas,other,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,External Factors,Siang
1900-01-01 16:55:00,Friday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Unknown,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,4,1,Moving forward,Passenger,Female,5,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 11:30:00,Thursday,18-30,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,New Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:15:00,Tuesday,18-30,Male,Secondary education,Employee,2-5yr,Small Truck,Owner,Moderate Vehicle,Public service areas,other,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving backward,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:35:00,Monday,31-50,Male,Primary education,Employee,No Licence,Non-Motorized,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Gravel roads,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 10:30:00,Friday,18-30,Female,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Other,One way,Flat Road,O Shape,Asphalt,Wet or damp,Good lighting,Other,Collision with pedestrians,3,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 12:15:00,Monday,31-50,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,2,3,Moving backward,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 03:29:00,Tuesday,31-50,Male,Secondary education,Employee,5-10yr,Car,Organization,Moderate Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Poor lighting,Windy,Vehicle with vehicle collision,2,2,Stopping,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 20:30:00,Sunday,Over 51,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Recreational areas,One way,Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Rainy,Collision with pedestrians,2,4,Stopping,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 10:13:00,Thursday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:25:00,Monday,31-50,Male,Secondary education,Owner,1-2yr,Small Bus,Governmental,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Rainy,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,Over 51,2,Employee,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 21:37:00,Tuesday,31-50,Male,Secondary education,Owner,2-5yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,18-30,2,Driver,Normal,Crossing from driver's nearside,Human Error,Malam
1900-01-01 18:00:00,Saturday,18-30,Male,Secondary education,Employee,5-10yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,3,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 10:25:00,Monday,18-30,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:34:00,Friday,31-50,Male,Secondary education,Owner,5-10yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Collision with roadside objects,2,1,Other,Pedestrian,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Violation,Sore
1900-01-01 08:30:00,Monday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,External Factors,Pagi
1900-01-01 09:40:00,Monday,31-50,Male,Low education,Employee,Below 1yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Other,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 13:16:00,Wednesday,31-50,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,No junction,Earth roads,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,3,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 09:30:00,Wednesday,31-50,Male,Secondary education,Employee,Above 10yr,Large Truck,Governmental,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Male,31-50,3,Driver,Normal,Unknown or other,Human Error,Pagi
1900-01-01 13:48:00,Saturday,Over 51,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,3,4,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 08:40:00,Wednesday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Old Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 07:28:00,Sunday,31-50,Male,Secondary education,Employee,Below 1yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Double carriageway (median),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Pedestrian,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 22:35:00,Monday,31-50,Male,Secondary education,Employee,Below 1yr,Large Truck,Owner,New Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Rainy,Vehicle with vehicle collision,3,1,Junction movement,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 16:50:00,Saturday,31-50,Male,Primary education,Employee,5-10yr,Small Bus,Owner,Moderate Vehicle,Recreational areas,One way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Sore
1900-01-01 15:10:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Hilly Road,O Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 14:30:00,Friday,18-30,Male,Secondary education,Other,Below 1yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Vehicle Issues,Siang
1900-01-01 18:50:00,Monday,18-30,Male,Secondary education,Owner,5-10yr,Large Truck,Owner,New Vehicle,Public service areas,other,Flat Road,Crossing,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,1,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 18:30:00,Wednesday,31-50,Male,Primary education,Employee,1-2yr,Large Truck,Owner,Old Vehicle,Residential areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
