Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
17:00:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Governmental,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,1-2yr,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Other,Slight Injury
22:00:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Driver,,Not a Pedestrian,No distancing,Slight Injury
22:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,2,,,Unknown or other,Moving Backward,Slight Injury
22:00:00,Friday,18-30,Male,High school,Employee,1-2yr,Motorcycle,Owner,Unknown,Rural village areasOffice areas,other,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Unemployed,Normal,Unknown or other,No distancing,Slight Injury
15:00:00,Friday,Over 51,Female,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,4,Moving forward,Male,18-30,3,Driver,Normal,Unknown or other,Changing lane to the left,Slight Injury
17:00:00,Wednesday,31-50,Male,Elementary school,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,4,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Motorcycle,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,4,Other,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
06:00:00,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,4,Moving forward,Male,18-30,2,,,Not a Pedestrian,Changing lane to the left,Slight Injury
06:00:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,4,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
06:00:00,Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Taxi,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
11:00:00,Thursday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
11:00:00,Thursday,18-30,Male,High school,Owner,2-5yr,Long lorry,Owner,Unknown,Office areas,,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Self-accident,2,2,Moving forward,Female,Under 18,3,Driver,Normal,Crossing from driver's nearside,Getting off the vehicle improperly,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Female,Under 18,3,,,Crossing from driver's nearside,No distancing,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Unknown,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,5,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,Under 18,3,,,Not a Pedestrian,No distancing,Serious Injury
10:00:00,Monday,18-30,Male,High school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,2-5yrs,Residential areas,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
10:00:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Owner,2-5yrs,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:00:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Monday,31-50,Male,Writing & reading,Employee,2-5yr,Long lorry,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
18:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (11 - 40 Quintal),Owner,Unknown, Church areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,31-50,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
17:00:00,Saturday,18-30,Male,High school,Employee,2-5yr,Long lorry,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Other,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:00:00,Saturday,Over 51,Male,High school,Employee,5-10yr,Taxi,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
17:00:00,Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Taxi,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,Driving to the left,Slight Injury
19:00:00,Monday,18-30,Male,Junior high school,Employee,1-2yr,Long lorry,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
19:00:00,Monday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Unknown,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
21:00:00,Thursday,31-50,Male,High school,Employee,No Licence,Lorry (11 - 40 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
21:00:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Long lorry,Owner,Unknown,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Female,Under 18,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury
13:00:00,Monday,Over 51,Female,Junior high school,Employee,1-2yr,Turbo,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
13:00:00,Monday,Over 51,Female,Junior high school,Employee,2-5yr,Long lorry,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
04:00:00,Thursday,31-50,Female,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,31-50,3,Employee,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
13:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (13 - 45 seats),Owner,Unknown,Office areas,One way,Tangent road with flat terrain,,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Female,18-30,3,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
13:00:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Other,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Residential areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:00:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
12:00:00,Sunday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Turnover,Slight Injury
13:00:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:00:00,Tuesday,31-50,Male,Elementary school,Owner,Above 10yr,Automobile,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Moving forward,na,na,na,,,Not a Pedestrian,Driving carelessly,Slight Injury
12:00:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,3,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
12:00:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
12:00:00,Tuesday,31-50,Male,Junior high school,Owner,Above 10yr,Long lorry,Owner,Above 10yr, Industrial areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
12:00:00,Tuesday,31-50,Female,High school,Owner,Above 10yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Other,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
08:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (13 - 45 seats),Organization,Unknown,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Moving forward,Male,Under 18,2,,Normal,Not a Pedestrian,No distancing,Slight Injury
08:00:00,Wednesday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,1-2yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
08:00:00,Wednesday,Over 51,Male,Elementary school,Owner,Above 10yr,Lorry (11 - 40 Quintal),Owner,Above 10yr,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Animal Collision,6,2,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Friday,Over 51,Male,Junior high school,Owner,Below 1yr,Pick up upto 10 Quintal,Owner,5-10yrs, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,3,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
12:00:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Automobile,Owner,5-10yrs,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,3,2,Moving forward,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
12:00:00,Friday,31-50,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,Other,other,Tangent road with flat terrain,,Earth roads,Dry,Daylight,Normal,Animal Collision,3,2,Turning,na,na,na,Self-employed,NormalNormal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Thursday,31-50,Male,High school,Owner,5-10yr,Automobile,Owner,5-10yrs,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
12:00:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Long lorry,Owner,Unknown,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
11:00:00,Sunday,Under 18,Male,Junior high school,Owner,Below 1yr,Long lorry,Owner,Unknown, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Other,2,4,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Sunday,18-30,Male,Elementary school,Owner,Above 10yr,Automobile,Governmental,Unknown,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,4,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
11:00:00,Sunday,31-50,Male,Elementary school,Owner,Below 1yr,Stationwagen,Owner,Unknown, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,2,4,Turning,Male,18-30,3,,,Unknown or other,No distancing,Slight Injury
11:00:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,4,Moving forward,Male,Under 18,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Monday,Over 51,Male,Junior high school,Owner,5-10yr,Other,Owner,Above 10yr,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Animal Collision,4,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
