Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity
Morning,Dewasa,Male,Owner,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Turning,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,Above 10yr,Other,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Evening,Unknwon,Male,Owner,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Lansia,Male,Employee,Below 1yr,Private Vehicle,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Reckless Driving,Slight Injury
Afternoon,Dewasa,Female,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Late Night,Unknwon,Male,Employee,1-2yr,Other,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Moving Backward,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Organization,Other,Other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,DUI (Drugs/Alcohol),Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,2,Exiting,3,Speeding,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,DUI (Drugs/Alcohol),Slight Injury
Afternoon,Dewasa,Unknown,Employee,2-5yr,Public Transport,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Reckless Driving,Slight Injury
Late Night,Dewasa,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Public Transport,Organization,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Remaja,Female,Employee,5-10yr,Other,Owner,Other,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,3,Speeding,Slight Injury
Afternoon,Dewasa,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving backward,3,DUI (Drugs/Alcohol),Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Lansia,Male,Employee,Below 1yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Turning,3,Speeding,Slight Injury
Morning,Lansia,Male,Employee,Above 10yr,Other,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Lansia,Male,Owner,1-2yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Other,3,Reckless Driving,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Other,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,2,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,2-5yr,Commercial Vehicle,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Unknwon,Female,Employee,Above 10yr,Private Vehicle,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Late Night,Lansia,Male,Employee,1-2yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Female,Employee,1-2yr,Private Vehicle,Owner,Public,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Other,Owner,Public,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,3,Unsafe Lane Change,Slight Injury
Morning,Remaja,Male,Employee,5-10yr,Public Transport,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Moving backward,3,Moving Backward,Slight Injury
Morning,Remaja,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Stationary Object Collision,2,1,Other,3,Reckless Driving,Slight Injury
Morning,Remaja,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Owner,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Unknown,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Turning,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Owner,5-10yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Exiting,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,3,Reckless Driving,Slight Injury
Late Night,Lansia,Male,Owner,1-2yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Serious Injury
Late Night,Lansia,Male,Employee,2-5yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,3,DUI (Drugs/Alcohol),Slight Injury
Late Night,Lansia,Male,Owner,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Turning,3,Moving Backward,Slight Injury
Late Night,Lansia,Male,Owner,Above 10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,3,Distance & Priority Violation,Slight Injury
Late Night,Lansia,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,3,Unsafe Lane Change,Slight Injury
Late Night,Dewasa,Male,Owner,2-5yr,Commercial Vehicle,Organization,Rural,Other,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,3,Unsafe Lane Change,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,Other,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle Collision,1,1,Moving forward,3,Improper Parking/Exit,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,1,1,Moving forward,3,Distance & Priority Violation,Serious Injury
Late Night,Lansia,Male,Employee,5-10yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Lansia,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,2,5,Moving forward,3,Moving Backward,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,3,Speeding,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Unknwon,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Remaja,Male,Employee,2-5yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,1-2yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Other,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Owner,5-10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Private Vehicle,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Unknown,Stationary Object Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Evening,Remaja,Male,Employee,2-5yr,Commercial Vehicle,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Stationary Object Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Lansia,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,2,1,Moving backward,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,1-2yr,Private Vehicle,Governmental,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Afternoon,Lansia,Male,Employee,1-2yr,Other,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Lansia,Male,Employee,1-2yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Other,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Public Transport,Owner,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,3,1,Moving forward,3,Reckless Driving,Slight Injury
Evening,Lansia,Male,Employee,Above 10yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Evening,Remaja,Male,Employee,Below 1yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving backward,2,Speeding,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,3,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Morning,Lansia,Male,Owner,5-10yr,Public Transport,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Lansia,Male,Employee,1-2yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Afternoon,Unknwon,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,1,Moving forward,2,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Owner,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Stationary Object Collision,1,1,Other,2,Moving Backward,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Unknwon,Unknown,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Unknwon,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,DUI (Drugs/Alcohol),Slight Injury
Morning,Dewasa,Male,Owner,1-2yr,Private Vehicle,Organization,Public,Other,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,1-2yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving backward,3,Reckless Driving,Serious Injury
