Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Evening,Friday,Unknown,Female,Owner,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Monday,31-50,Male,Owner,Above 10yr,Long lorry,Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Raining and Windy,Vehicle Collision,2,1,Exiting,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Night,Monday,31-50,Male,Owner,2-5yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Dry,Darkness - lights lit,Raining and Windy,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Afternoon,Tuesday,18-30,Male,Owner,Above 10yr,Public (13 - 45 seats),Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,Male,18-30,3,,,Not a Pedestrian,Overtaking,Slight Injury
Afternoon,Tuesday,18-30,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Tuesday,18-30,Male,Owner,5-10yr,Public (13 - 45 seats),Organization,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Tuesday,18-30,Male,Owner,5-10yr,Other,Owner,Other,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
Afternoon,Wednesday,18-30,Male,Owner,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving backward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Overloading,Slight Injury
Afternoon,Wednesday,18-30,Male,Owner,2-5yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Afternoon,Wednesday,Over 51,Male,Employee,2-5yr,Long lorry,Owner, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Tuesday,18-30,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Tuesday,Under 18,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Monday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Daylight,Raining,Self-accident,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Saturday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Turning,na,na,na,,,Not a Pedestrian,No distancing,Serious Injury
Afternoon,Saturday,18-30,Male,Employee,5-10yr,Other,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
Afternoon,Monday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,2,Other,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Monday,18-30,Male,Employee,Above 10yr,Other,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Saturday,Over 51,Male,Owner,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Saturday,18-30,Male,Owner,5-10yr,Pick up upto 10 Quintal,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,Below 1yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Other,Owner,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Public (12 seats),Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury
Morning,Wednesday,31-50,Male,Employee,Above 10yr,Stationwagen,Owner,Residential areas,One way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Self-accident,2,1,Other,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Wednesday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Improper parking,Slight Injury
Morning,Monday,Over 51,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,1,1,Unknown,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Fatal injury
Evening,Tuesday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,3,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Tuesday,31-50,Male,Employee,Above 10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,3,1,Exiting,Male,Over 51,3,,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
Evening,Tuesday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Pedestrian Collision,3,1,Moving forward,Female,5,3,,,Unknown or other,No priority to pedestrian,Slight Injury
Night,Wednesday,18-30,Male,Employee,5-10yr,Automobile,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Unknown,Pedestrian Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury
Morning,Monday,Under 18,Male,Employee,2-5yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,Unknown,Female,Employee,Below 1yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Turning,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Monday,Unknown,Female,Employee,Below 1yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle Collision,1,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Sunday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Organization, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Sunday,Over 51,Male,Employee,Below 1yr,Other,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Tuesday,Under 18,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Night,Friday,18-30,Female,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Friday,31-50,Male,Employee,Below 1yr,Automobile,Owner, Hospital areas,One way,,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Thursday,18-30,Male,Employee,1-2yr,Public (13 - 45 seats),Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,1,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Afternoon,Thursday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Cloudy,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Afternoon,Thursday,Under 18,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Cloudy,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
Evening,Thursday,18-30,Male,Employee,Below 1yr,Public (12 seats),Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Thursday,31-50,Male,Employee,2-5yr,Motorcycle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Other,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Thursday,18-30,Male,Employee,2-5yr,Public (12 seats),Owner,Residential areas,,Tangent road with flat terrain,No junction,Other,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Thursday,31-50,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Driving at high speed,Slight Injury
Evening,Friday,Over 51,Male,Employee,2-5yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
Evening,Friday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Governmental,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury
Night,Thursday,18-30,Male,Employee,1-2yr,Stationwagen,Owner,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving backward,Male,31-50,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Thursday,31-50,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
Evening,Wednesday,18-30,Male,Employee,Below 1yr,Automobile,Governmental, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Evening,Wednesday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,3,Moving forward,Male,Over 51,3,,,Not a Pedestrian,Other,Slight Injury
Evening,Wednesday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Wednesday,18-30,Male,Employee,Below 1yr,Other,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,3,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Night,Friday,Over 51,Male,Employee,1-2yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
