Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
21:00:00,Dewasa,Male,High school,Other,Above 10yr,Commercial Vehicle,Owner,Unknown,Office areas,Double carriageway (median),Curved,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
21:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Self-accident,1,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Saturday
21:00:00,Remaja,Male,Elementary school,Employee,5-10yr,Public Transport,Organization,Unknown,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Self-accident,1,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Serious Injury,Saturday
05:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Unknown,Pedestrian Collision,1,2,Moving forward,Male,18-30,2,unknown,Not a Pedestrian,No Distance,Serious Injury,Tuesday
05:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,Female,Under 18,3,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Tuesday
05:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Other,Governmental,Unknown,Office areas,One way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
09:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,1,1,Other,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Monday
18:00:00,Unknwon,Male,Junior high school,Owner,2-5yr,Commercial Vehicle,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Curved,Y Shape,Earth roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,Female,18-30,3,Normal,Unknown or other,Unsafe Lane Change,Serious Injury,Wednesday
18:00:00,Remaja,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Wednesday
16:00:00,Lansia,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Turning,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Fatal injury,Wednesday
16:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,Male,18-30,3,Normal,Unknown or other,Priority Violation,Fatal injury,Wednesday
13:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Fatal injury,Tuesday
13:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,No Distance,Fatal injury,Tuesday
20:00:00,Unknwon,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Other,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Friday
20:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Normal,Crossing from driver's nearside,Driving carelessly,Serious Injury,Friday
19:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Non-Motorized,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury,Friday
12:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Other,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Slight Injury,Saturday
18:00:00,Dewasa,Male,Elementary school,Owner,2-5yr,Other,Owner,Unknown,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Turning,Female,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Wednesday
18:00:00,Dewasa,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Wednesday
18:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,Recreational areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Wednesday
18:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Normal,"Walking along in carriageway, back to traffic",Speeding,Slight Injury,Wednesday
07:00:00,Dewasa,Male,High school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
07:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
10:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving backward,Male,Over 51,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Thursday
10:00:00,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Office areas,One way,Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Overloading,Slight Injury,Thursday
23:00:00,Lansia,Female,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,31-50,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Other,Slight Injury,Saturday
00:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Public Transport,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
00:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,Unknown,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
10:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
10:00:00,Dewasa,Male,Junior high school,Owner,1-2yr,Private Vehicle,Owner,Unknown,Residential areas,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
13:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,2-5yrs,Recreational areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,2,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
13:00:00,Lansia,Male,Unknown,Other,5-10yr,Public Transport,Owner,1-2yr,Other,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
13:00:00,Lansia,Male,High school,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
17:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
17:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,Other,One way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
17:00:00,Dewasa,Male,Junior high school,Employee,No Licence,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,18-30,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
17:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,2-5yrs,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
17:00:00,Remaja,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Fatal injury,Friday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,4,Moving backward,Male,Over 51,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Improper Parking/Exit,Fatal injury,Friday
17:00:00,Dewasa,Male,High school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Fatal injury,Friday
17:00:00,Dewasa,Male,High school,Owner,2-5yr,Public Transport,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,4,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Overloading,Fatal injury,Friday
11:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,Unknown,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Owner,Above 10yr,Private Vehicle,Governmental,Unknown,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Sunday
03:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
03:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Governmental,Above 10yr,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
17:00:00,Dewasa,Male,Unknown,Employee,Above 10yr,Public Transport,Owner,1-2yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
17:00:00,Remaja,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Tuesday
17:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Below 1yr,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
17:00:00,Remaja,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
17:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,1-2yr,Other,Undivided Two way,Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
18:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,1-2yr,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
23:00:00,Dewasa,Male,High school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Industrial areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Normal,Not a Pedestrian,No Distance,Serious Injury,Wednesday
23:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Recreational areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Wednesday
14:00:00,Remaja,Male,Junior high school,Employee,2-5yr,Special Vehicle,Owner,Above 10yr,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Normal,Unknown or other,Other,Slight Injury,Wednesday
14:00:00,Remaja,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
14:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
14:00:00,Unknwon,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Turning,Male,31-50,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
14:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
