Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Day
11:00:00,Over 51,Male,Owner,Above 10yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Wednesday
11:00:00,Over 51,Female,Owner,5-10yr,Public Transport,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury,Wednesday
08:00:00,31-50,Male,Owner,5-10yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Slight Injury,Friday
06:00:00,18-30,Male,Owner,5-10yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Priority Violation,Slight Injury,Friday
06:00:00,18-30,Male,Owner,Below 1yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Priority Violation,Slight Injury,Friday
09:00:00,18-30,Male,Owner,2-5yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,na,Priority Violation,Slight Injury,Thursday
09:00:00,18-30,Male,Employee,2-5yr,Public Transport,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,3,Other,Slight Injury,Thursday
09:00:00,31-50,Male,Employee,2-5yr,Private Vehicle,Owner, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,Other,Slight Injury,Friday
09:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,Moving Backward,Slight Injury,Friday
17:00:00,Over 51,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,3,No Distance,Slight Injury,Monday
17:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Monday
16:00:00,31-50,Male,Employee,Above 10yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Priority Violation,Slight Injury,Sunday
16:00:00,Under 18,Male,Employee,5-10yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,na,Driving carelessly,Slight Injury,Sunday
15:00:00,31-50,Male,Employee,5-10yr,Public Transport,Owner,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,3,No Distance,Slight Injury,Tuesday
15:00:00,Under 18,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,2,Other,Slight Injury,Tuesday
20:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
20:00:00,18-30,Male,Owner,5-10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,3,Moving forward,na,No Distance,Slight Injury,Saturday
07:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Organization,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,3,Driving carelessly,Slight Injury,Wednesday
07:00:00,Under 18,Male,Employee,Below 1yr,Commercial Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Turning,na,No Distance,Slight Injury,Wednesday
19:00:00,Over 51,Male,Employee,5-10yr,Public Transport,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,na,Priority Violation,Serious Injury,Sunday
06:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Serious Injury,Wednesday
06:00:00,Under 18,Male,Employee,5-10yr,Other,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Priority Violation,Serious Injury,Wednesday
12:00:00,18-30,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Priority Violation,Serious Injury,Friday
12:00:00,18-30,Female,Employee,Above 10yr,Private Vehicle,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Unsafe Lane Change,Slight Injury,Friday
12:00:00,Over 51,Male,Employee,Above 10yr,Public Transport,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,Unsafe Lane Change,Slight Injury,Friday
18:00:00,31-50,Male,Employee,Above 10yr,Other,Owner,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Unsafe Lane Change,Slight Injury,Tuesday
18:00:00,Over 51,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Tuesday
11:00:00,Under 18,Female,Employee,Above 10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Unsafe Lane Change,Serious Injury,Sunday
11:00:00,Over 51,Male,Employee,5-10yr,Public Transport,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,6,2,Other,3,Driving carelessly,Serious Injury,Sunday
12:00:00,18-30,Male,Employee,2-5yr,Private Vehicle,Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,6,2,Other,na,Priority Violation,Serious Injury,Saturday
12:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,6,2,Moving forward,na,Driving carelessly,Serious Injury,Saturday
08:00:00,31-50,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving backward,3,Unsafe Lane Change,Serious Injury,Friday
08:00:00,18-30,Male,Employee,2-5yr,Public Transport,Owner, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving forward,3,Moving Backward,Serious Injury,Thursday
23:00:00,18-30,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving forward,na,Driving carelessly,Serious Injury,Friday
23:00:00,31-50,Male,Employee,Below 1yr,Commercial Vehicle,Governmental,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
22:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,Driving carelessly,Slight Injury,Sunday
22:00:00,18-30,Male,Employee,5-10yr,Public Transport,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,Driving carelessly,Slight Injury,Sunday
22:00:00,18-30,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,2,Driving carelessly,Slight Injury,Sunday
22:00:00,Over 51,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Rural village areasOffice areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,Unsafe Lane Change,Serious Injury,Sunday
22:00:00,Over 51,Male,Employee,1-2yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Serious Injury,Sunday
17:00:00,31-50,Female,Employee,Above 10yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Serious Injury,Tuesday
17:00:00,Unknown,Male,Employee,Above 10yr,Non-Motorized,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Serious Injury,Tuesday
17:00:00,Unknown,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury,Tuesday
14:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Sunday
14:00:00,Under 18,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,3,Other,Slight Injury,Sunday
06:00:00,18-30,Male,Employee,Above 10yr,Public Transport,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,na,Unsafe Lane Change,Slight Injury,Friday
06:00:00,18-30,Male,Employee,2-5yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,3,Unsafe Lane Change,Slight Injury,Friday
22:00:00,31-50,Male,Employee,2-5yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Speeding,Slight Injury,Wednesday
22:00:00,31-50,Male,Employee,1-2yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Turning,3,Other,Slight Injury,Wednesday
19:00:00,Over 51,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Turning,3,Unsafe Lane Change,Slight Injury,Tuesday
19:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Speeding,Slight Injury,Tuesday
18:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,Priority Violation,Slight Injury,Wednesday
17:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Moving Backward,Slight Injury,Sunday
17:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Other,Slight Injury,Sunday
17:00:00,31-50,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,na,Priority Violation,Slight Injury,Thursday
17:00:00,31-50,Male,Employee,2-5yr,Public Transport,Owner, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Priority Violation,Serious Injury,Thursday
17:00:00,Over 51,Male,Employee,1-2yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,3,Exiting,3,Unsafe Lane Change,Slight Injury,Thursday
17:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,2,3,Moving backward,na,Unsafe Lane Change,Slight Injury,Friday
17:00:00,Under 18,Male,Employee,Below 1yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,3,Other,3,Unsafe Lane Change,Slight Injury,Friday
08:00:00,Unknown,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,3,Unsafe Lane Change,Serious Injury,Monday
13:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,na,Unsafe Lane Change,Serious Injury,Tuesday
13:00:00,Under 18,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Serious Injury,Tuesday
23:00:00,Unknown,Male,Employee,5-10yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Serious Injury,Friday
23:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Serious Injury,Friday
23:00:00,18-30,Male,Employee,2-5yr,Public Transport,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Serious Injury,Friday
20:00:00,31-50,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Other,Slight Injury,Tuesday
20:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,3,Priority Violation,Slight Injury,Tuesday
10:00:00,31-50,Male,Employee,1-2yr,Commercial Vehicle,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
16:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,Other,Slight Injury,Monday
16:00:00,Over 51,Male,Employee,2-5yr,Private Vehicle,Owner,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,No Distance,Slight Injury,Monday
16:00:00,Over 51,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Driving carelessly,Serious Injury,Monday
