Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
15:20:00,Sunday,Lansia,Female,Elementary school,Owner,,Public Transport,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:45:00,Sunday,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Above 10yr,,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Reversing,Female,18-30,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Priority Violation,Slight Injury
17:22:00,Tuesday,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,,Office areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:22:00,Tuesday,Remaja,Male,Junior high school,Employee,Below 1yr,Private Vehicle,,2-5yrs,, Hospital areas,One way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
10:58:00,Tuesday,Dewasa,Female,,,,Public Transport,Owner,Unknown,, Industrial areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Reckless Driving,Slight Injury
10:58:00,Tuesday,Lansia,Female,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
14:57:00,Monday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,,,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Stopping,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Slight Injury
14:57:00,Monday,Lansia,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Female,Over 51,3,Normal,Not a Pedestrian,No Distance,Slight Injury
14:57:00,Monday,Unknwon,Male,High school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:10:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Straight,O Shape,Other,Dry,Daylight,Normal,Collision with pedestrians,3,2,Other,Male,31-50,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury
13:10:00,Saturday,Dewasa,Female,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,School areas,Two-way (divided with broken lines road marking),Straight,O Shape,,Dry,Daylight,Normal,Collision with pedestrians,3,2,Going straight,Female,unknown,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No Distance,Slight Injury
13:10:00,Saturday,Unknwon,Female,Junior high school,Employee,Above 10yr,Public Transport,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
8:10:00,Wednesday,Unknwon,Male,Junior high school,Employee,Above 10yr,Public Transport,Governmental,Unknown,No defect,  Market areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
8:10:00,Wednesday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,No defect,Office areas,other,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
12:30:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Rollover,2,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
12:30:00,Sunday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Governmental,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
12:30:00,Sunday,Unknwon,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
12:30:00,Sunday,Unknwon,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury
20:01:00,Sunday,Dewasa,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:01:00,Sunday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:49:00,Thursday,Dewasa,Male,Junior high school,Employee,,Private Vehicle,Owner,1-2yr,No defect,Other,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury
20:41:00,Thursday,Dewasa,Male,,Employee,5-10yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:41:00,Thursday,Dewasa,Male,Writing & reading,Employee,Below 1yr,Public Transport,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury
20:41:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,Unknown,No defect,Other,other,Straight,Y Shape,Other,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,Speeding,Slight Injury
20:41:00,Thursday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,No defect, Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,,unknown,unknown,unknown,unknown,Not a Pedestrian,Other,Slight Injury
10:04:00,Wednesday,Dewasa,Male,Elementary school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Getting off,Male,18-30,3,Normal,Unknown or other,Other,Slight Injury
10:04:00,Wednesday,Dewasa,Male,Elementary school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
10:04:00,Wednesday,Dewasa,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Female,Over 51,2,unknown,Not a Pedestrian,Priority Violation,Slight Injury
20:30:00,Wednesday,Dewasa,Male,High school,Employee,2-5yr,Commercial Vehicle,Owner,,,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Fatal injury
20:30:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,4,6,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
20:30:00,Wednesday,Dewasa,Male,Above high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,, Industrial areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Turnover,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
11:15:00,Friday,Lansia,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Entering a junction,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Serious Injury
11:15:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Organization,Unknown,,  Recreational areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,4,6,Entering a junction,Male,unknown,2,unknown,Not a Pedestrian,No Distance,Serious Injury
11:15:00,Friday,Dewasa,Male,High school,Employee,1-2yr,Other,Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Entering a junction,Male,unknown,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury
16:36:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,Above 10yr,,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Entering a junction,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury
16:36:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,, Church areas,Undivided Two way,Mountainous,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Other,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
13:28:00,Monday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,5-10yrs,,Residential areas,Undivided Two way,Straight,Crossing,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Female,18-30,2,Normal,Crossing from driver's nearside,No Distance,Slight Injury
13:28:00,Monday,Dewasa,Male,Elementary school,Employee,,Private Vehicle,Owner,Unknown,No defect,,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Turnover,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:28:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,5,Entering a junction,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury
19:28:00,Friday,Dewasa,Female,Junior high school,Employee,1-2yr,Other,Owner,Unknown,,Other,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Entering a junction,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
23:35:00,Saturday,Remaja,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Entering a junction,Female,18-30,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury
23:35:00,Saturday,Remaja,Male,High school,Employee,1-2yr,Private Vehicle,Governmental,,No defect,Other,Two-way (divided with solid lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,5,Entering a junction,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury
23:35:00,Saturday,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Entering a junction,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Serious Injury
9:01:00,Wednesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Other,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Serious Injury
15:46:00,Thursday,Dewasa,Male,High school,Employee,Above 10yr,Public Transport,Owner,Above 10yr,No defect,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Female,31-50,3,unknown,Crossing from driver's nearside,Unsafe Lane Change,Slight Injury
15:46:00,Thursday,Dewasa,Male,Elementary school,Owner,5-10yr,Commercial Vehicle,Governmental,5-10yrs,No defect,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:10:00,Saturday,Remaja,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,5-10yrs,No defect,School areas,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Serious Injury
21:46:00,Wednesday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Female,18-30,3,Normal,Crossing from driver's nearside,Unsafe Lane Change,Slight Injury
21:46:00,Wednesday,Dewasa,Male,Elementary school,Owner,5-10yr,Other,,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury
21:20:00,Saturday,Remaja,Female,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury
21:20:00,Saturday,Remaja,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
5:49:00,Tuesday,Remaja,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Above 10yr,No defect,Other,One way,Mountainous,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Female,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
5:49:00,Tuesday,Remaja,Male,High school,Employee,1-2yr,Public Transport,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury
5:49:00,Tuesday,Dewasa,Male,Elementary school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury
9:35:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
9:35:00,Monday,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,1-2yr,No defect,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
